Create DateTime,User Id,Transaction Type,Transaction Code,Transaction Description,LPN,Item Name,From Location,To Location,Task Id,Pallet Id,From LPN,NBR_UNITS (CS),Order/ASN,Order #,Lot Code
"Oct 31, 2024 7:44:13 AM",169596,800,002,Load trailer/ oLPN,00100250003447968971,281589,,1D-223-999-10,"5,842,979",,,112,0405883709,0405883709,0013268172
"Oct 31, 2024 7:44:22 AM",169596,800,002,Load trailer/ oLPN,00100250003447937991,281589,,1D-223-999-10,"5,842,979",,,112,0405883709,0405883709,0013268172
"Oct 31, 2024 7:45:22 AM",179710,800,002,Load trailer/ oLPN,00100250003460418637,369592,,,,,,90,0405881377,0405881377,0013266167
"Oct 31, 2024 7:45:22 AM",179710,800,002,Load trailer/ oLPN,00100250010001309057,369590,,,,,,90,0405881377,0405881377,DEC2824SI3
"Oct 31, 2024 7:45:56 AM",175177,800,002,Load trailer/ oLPN,00100250003459883767,411871,,,,,,90,0405884377,0405884377,0013269846
"Oct 31, 2024 7:45:56 AM",175177,800,002,Load trailer/ oLPN,00100250003460418132,369592,,,,,,90,0405884377,0405884377,0013266167
"Oct 31, 2024 7:46:06 AM",167827,800,002,Load trailer/ oLPN,00100250003459658679,411871,,,,,,90,0405884740,0405884740,0013269846
"Oct 31, 2024 7:46:06 AM",167827,800,002,Load trailer/ oLPN,00100250003460418309,369592,,,,,,90,0405884740,0405884740,0013266167
"Oct 31, 2024 7:46:20 AM",175527,800,002,Load trailer/ oLPN,00100250003447477602,369596,,,,,,90,0405883815,0405883815,0013264193
"Oct 31, 2024 7:46:20 AM",175527,800,002,Load trailer/ oLPN,00100250010001016399,411980,,,,,,55,0405883815,0405883815,0013270348
"Oct 31, 2024 7:47:53 AM",169394,800,002,Load trailer/ oLPN,00100250003459878930,369594,1M-DRO-PZO-NE,1D-223-999-10,,,,90,0405883709,0405883709,0013264180
"Oct 31, 2024 7:48:32 AM",179279,800,002,Load trailer/ oLPN,00100250003449784616,369577,,,,,,90,0405883125,0405883125,0013264361
"Oct 31, 2024 7:48:32 AM",179279,800,002,Load trailer/ oLPN,00100250010001015842,369585,,,,,,90,0405883125,0405883125,DEC2624SI3
"Oct 31, 2024 7:49:09 AM",178260,800,002,Load trailer/ oLPN,00100250003445939898,369580,,,,,,90,0405883387,0405883387,0013257736
"Oct 31, 2024 7:49:09 AM",178260,800,002,Load trailer/ oLPN,00100250003447477565,369596,,,,,,90,0405883387,0405883387,0013264193
"Oct 31, 2024 7:49:25 AM",175087,800,002,Load trailer/ oLPN,00100250003460346442,369582,,,,,,90,0405884313,0405884313,0013269798
"Oct 31, 2024 7:49:25 AM",175087,800,002,Load trailer/ oLPN,00100250010001309163,369590,,,,,,90,0405884313,0405884313,DEC2824SI3
"Oct 31, 2024 7:49:29 AM",173014,800,002,Load trailer/ oLPN,00100250010001309019,369590,,,,,,90,0405884893,0405884893,DEC2824SI3
"Oct 31, 2024 7:49:29 AM",173014,800,002,Load trailer/ oLPN,00100250010001309095,369590,,,,,,90,0405884893,0405884893,DEC2824SI3
"Oct 31, 2024 7:49:55 AM",175177,800,002,Load trailer/ oLPN,00100250003460435689,376679,,,,,,90,0405884377,0405884377,0013254021
"Oct 31, 2024 7:49:56 AM",175177,800,002,Load trailer/ oLPN,00100250003460436198,376679,,,,,,90,0405884377,0405884377,0013254021
"Oct 31, 2024 7:50:19 AM",169596,800,002,Load trailer/ oLPN,00100250010000873146,369590,,1D-223-999-10,"5,843,006",,,90,0405883709,0405883709,DEC2824SI3
"Oct 31, 2024 7:50:29 AM",169596,800,002,Load trailer/ oLPN,00100250003447894935,281586,,1D-223-999-10,"5,843,006",,,112,0405883709,0405883709,0013268197
"Oct 31, 2024 7:53:15 AM",178260,800,002,Load trailer/ oLPN,00100250003449206477,369597,,,,,,90,0405883387,0405883387,0013264202
"Oct 31, 2024 7:53:15 AM",178260,800,002,Load trailer/ oLPN,00100250003459876431,369595,,,,,,90,0405883387,0405883387,0013267039
"Oct 31, 2024 7:53:32 AM",176848,800,002,Load trailer/ oLPN,00100250003445939959,369580,,,,,,90,0405881376,0405881376,0013257736
"Oct 31, 2024 7:53:32 AM",176848,800,002,Load trailer/ oLPN,00100250003447448275,411982,,,,,,55,0405881376,0405881376,0013267299
"Oct 31, 2024 7:53:38 AM",180183,800,002,Load trailer/ oLPN,00100250003460418712,369592,,,,,,90,0405883955,0405883955,0013266167
"Oct 31, 2024 7:53:38 AM",180183,800,002,Load trailer/ oLPN,00100250010001309156,369590,,,,,,90,0405883955,0405883955,DEC2824SI3
"Oct 31, 2024 7:55:30 AM",178260,800,002,Load trailer/ oLPN,00000250019008375457,376679,,1D-221-999-10,,GA000000000000001375,,36,0405883387,0405883387,0013254021
"Oct 31, 2024 7:55:40 AM",175527,800,002,Load trailer/ oLPN,00100250003442462917,702301,,,,,,64,0405883815,0405883815,0013255986
"Oct 31, 2024 7:55:40 AM",175527,800,002,Load trailer/ oLPN,00100250003460345148,369582,,,,,,90,0405883815,0405883815,0013269798
"Oct 31, 2024 7:55:47 AM",175177,800,002,Load trailer/ oLPN,00100250003445939638,369580,,,,,,90,0405884377,0405884377,0013257736
"Oct 31, 2024 7:55:47 AM",175177,800,002,Load trailer/ oLPN,00100250003447124995,389802,,,,,,90,0405884377,0405884377,0013257214
"Oct 31, 2024 7:56:19 AM",179279,800,002,Load trailer/ oLPN,00100250010001309026,369590,,,,,,90,0405883125,0405883125,DEC2824SI3
"Oct 31, 2024 7:56:19 AM",179279,800,002,Load trailer/ oLPN,00100250010001309088,369590,,,,,,90,0405883125,0405883125,DEC2824SI3
"Oct 31, 2024 7:58:02 AM",167827,800,002,Load trailer/ oLPN,00100250010001309002,369590,,,,,,90,0405884740,0405884740,DEC2824SI3
"Oct 31, 2024 7:58:02 AM",167827,800,002,Load trailer/ oLPN,00100250010001309453,369590,,,,,,90,0405884740,0405884740,DEC2824SI3
"Oct 31, 2024 7:58:57 AM",175527,800,002,Load trailer/ oLPN,00100250003459883408,369595,,,,,,90,0405883815,0405883815,0013267039
"Oct 31, 2024 7:59:01 AM",178260,800,002,Load trailer/ oLPN,00000250019008287163,369595,1S-500-137-40,1D-221-999-10,,GA000000000000002489,,54,0405883387,0405883387,0013267039
"Oct 31, 2024 7:59:05 AM",178260,800,002,Load trailer/ oLPN,00000250019008287200,369593,1S-500-158-30,1D-221-999-10,,GA000000000000002493,,72,0405883387,0405883387,"0013264354,0013264354"
"Oct 31, 2024 7:59:10 AM",173014,800,002,Load trailer/ oLPN,00100250010001308999,369590,,,,,,90,0405884893,0405884893,DEC2824SI3
"Oct 31, 2024 7:59:11 AM",173014,800,002,Load trailer/ oLPN,00100250010001309064,369590,,,,,,90,0405884893,0405884893,DEC2824SI3
"Oct 31, 2024 7:59:55 AM",175087,800,002,Load trailer/ oLPN,00100250003449788126,369577,,,,,,90,0405884313,0405884313,0013264361
"Oct 31, 2024 7:59:55 AM",175087,800,002,Load trailer/ oLPN,00100250003460426052,376679,,,,,,90,0405884313,0405884313,0013254021
"Oct 31, 2024 8:00:43 AM",167827,800,002,Load trailer/ oLPN,00100250010001309583,369590,,,,,,90,0405884740,0405884740,DEC2824SI3
"Oct 31, 2024 8:00:43 AM",167827,800,002,Load trailer/ oLPN,00100250010001309590,369590,,,,,,90,0405884740,0405884740,DEC2824SI3
"Oct 31, 2024 8:00:59 AM",180182,800,002,Load trailer/ oLPN,00100250003447477435,369596,,,,,,90,0405884729,0405884729,0013264193
"Oct 31, 2024 8:00:59 AM",180182,800,002,Load trailer/ oLPN,00100250003459994890,702300,,,,,,64,0405884729,0405884729,0013268260
"Oct 31, 2024 8:01:04 AM",180183,800,002,Load trailer/ oLPN,00100250010001309033,369590,,,,,,90,0405883955,0405883955,DEC2824SI3
"Oct 31, 2024 8:01:05 AM",180183,800,002,Load trailer/ oLPN,00100250010001309118,369590,,,,,,90,0405883955,0405883955,DEC2824SI3
"Oct 31, 2024 8:03:02 AM",173748,800,002,Load trailer/ oLPN,00100250003449866411,369591,,1D-210-999-10,,,,90,0405880932,0405880932,0013261969
"Oct 31, 2024 8:03:02 AM",173748,800,002,Load trailer/ oLPN,00100250003449866770,369591,,1D-210-999-10,,,,90,0405880932,0405880932,0013261969
"Oct 31, 2024 8:04:14 AM",173014,800,002,Load trailer/ oLPN,00100250003460369908,369588,,,,,,90,0405884893,0405884893,0013264390
"Oct 31, 2024 8:04:14 AM",173014,800,002,Load trailer/ oLPN,00100250010001015903,369585,,,,,,90,0405884893,0405884893,DEC2624SI3
"Oct 31, 2024 8:04:52 AM",175177,800,002,Load trailer/ oLPN,00100250003447439518,411982,,,,,,55,0405884377,0405884377,0013267299
"Oct 31, 2024 8:04:52 AM",175177,800,002,Load trailer/ oLPN,00100250010000865684,410247,,,,,,100,0405884377,0405884377,JAN2725A
"Oct 31, 2024 8:05:15 AM",178260,800,002,Load trailer/ oLPN,00000250019008287248,369598,1S-500-163-40,1D-221-999-10,,GA000000000000002482,,72,0405883387,0405883387,0013261940
"Oct 31, 2024 8:05:22 AM",178260,800,002,Load trailer/ oLPN,00000250019008287262,411982,1S-500-160-30,1D-221-999-10,,GA000000000000002484,,33,0405883387,0405883387,0013267298
"Oct 31, 2024 8:05:28 AM",175087,800,002,Load trailer/ oLPN,00100250003447528946,411981,,,,,,55,0405884313,0405884313,0013267300
"Oct 31, 2024 8:05:28 AM",175087,800,002,Load trailer/ oLPN,00100250003459883507,369595,,,,,,90,0405884313,0405884313,0013267039
"Oct 31, 2024 8:06:06 AM",167827,800,002,Load trailer/ oLPN,00100250003460369861,369588,,,,,,90,0405884740,0405884740,0013264390
"Oct 31, 2024 8:06:06 AM",167827,800,002,Load trailer/ oLPN,00100250010001015897,369585,,,,,,90,0405884740,0405884740,DEC2624SI3
"Oct 31, 2024 8:06:40 AM",175177,800,002,Load trailer/ oLPN,00100250003447474724,369596,2S-STG-196-10,1D-196-999-10,,,,90,0405884377,0405884377,0013264193
"Oct 31, 2024 8:06:54 AM",175177,800,002,Load trailer/ oLPN,00100250003449206231,369586,2S-STG-196-10,1D-196-999-10,,,,90,0405884377,0405884377,0013264353
"Oct 31, 2024 8:07:51 AM",179279,800,002,Load trailer/ oLPN,00100250003447528144,411981,,,,,,55,0405883125,0405883125,0013267300
"Oct 31, 2024 8:07:51 AM",179279,800,002,Load trailer/ oLPN,00100250003459883880,369595,,,,,,90,0405883125,0405883125,0013267039
"Oct 31, 2024 8:08:34 AM",179913,800,002,Load trailer/ oLPN,00100250010001308470,412019,,,,,,55,0405869713,0405869713,0013262393
"Oct 31, 2024 8:08:58 AM",175087,800,002,Load trailer/ oLPN,00100250003449787631,369577,,,,,,90,0405884313,0405884313,0013264361
"Oct 31, 2024 8:08:58 AM",175087,800,002,Load trailer/ oLPN,00100250003449787709,369577,,,,,,90,0405884313,0405884313,0013264361
"Oct 31, 2024 8:10:56 AM",178260,800,002,Load trailer/ oLPN,00000250019008287255,,1S-500-168-40,1D-221-999-10,,GA000000000000002483,,112,0405883387,0405883387,"0013259484,0013268172,0013268197"
"Oct 31, 2024 8:11:02 AM",178260,800,002,Load trailer/ oLPN,00000250019008287170,,1S-500-166-40,1D-221-999-10,,GA000000000000002490,,54,0405883387,0405883387,"0013250038,0013266202"
"Oct 31, 2024 8:12:11 AM",167827,800,002,Load trailer/ oLPN,00100250003447528601,411981,,,,,,55,0405884740,0405884740,0013267300
"Oct 31, 2024 8:12:11 AM",167827,800,002,Load trailer/ oLPN,00100250003447528618,411981,,,,,,55,0405884740,0405884740,0013267300
"Oct 31, 2024 8:12:23 AM",169596,800,002,Load trailer/ oLPN,00100250003459658600,411871,,,,,,90,0405884391,0405884391,0013269846
"Oct 31, 2024 8:12:23 AM",169596,800,002,Load trailer/ oLPN,00100250010001089072,412538,,,,,,100,0405884391,0405884391,JAN0625D
"Oct 31, 2024 8:12:37 AM",179913,800,002,Load trailer/ oLPN,00100250003459994531,702300,,,,,,64,0405884698,0405884698,0013268260
"Oct 31, 2024 8:13:24 AM",180183,800,002,Load trailer/ oLPN,00100250003460369939,369588,,,,,,90,0405883955,0405883955,0013264390
"Oct 31, 2024 8:13:24 AM",180183,800,002,Load trailer/ oLPN,00100250010001015811,369585,,,,,,90,0405883955,0405883955,DEC2624SI3
"Oct 31, 2024 8:13:52 AM",176848,800,002,Load trailer/ oLPN,00100250003447938189,281589,,,,,,112,0405881376,0405881376,0013268172
"Oct 31, 2024 8:13:52 AM",176848,800,002,Load trailer/ oLPN,00100250010001014937,376680,,,,,,90,0405881376,0405881376,DEC1824SI3
"Oct 31, 2024 8:14:26 AM",175087,800,002,Load trailer/ oLPN,00100250010001015095,376680,,,,,,90,0405884313,0405884313,DEC1824SI3
"Oct 31, 2024 8:14:26 AM",175087,800,002,Load trailer/ oLPN,00100250010001015101,376680,,,,,,90,0405884313,0405884313,DEC1824SI3
"Oct 31, 2024 8:14:52 AM",167827,800,002,Load trailer/ oLPN,00100250010000740493,411982,,,,,,55,0405884740,0405884740,0013267298
"Oct 31, 2024 8:14:52 AM",167827,800,002,Load trailer/ oLPN,00100250010000740509,411982,,,,,,55,0405884740,0405884740,0013267298
"Oct 31, 2024 8:15:07 AM",180182,800,002,Load trailer/ oLPN,00100250003459882425,369595,,,,,,90,0405884729,0405884729,0013267039
"Oct 31, 2024 8:16:37 AM",178260,800,002,Load trailer/ oLPN,00000250019008287224,,1S-500-165-40,1D-221-999-10,,GA000000000000002486,,82,0405883387,0405883387,"0013259489,0013264361"
"Oct 31, 2024 8:17:28 AM",179279,800,002,Load trailer/ oLPN,00100250003447452012,369593,,,,,,90,0405883125,0405883125,0013264354
"Oct 31, 2024 8:17:28 AM",179279,800,002,Load trailer/ oLPN,00100250003459882357,369595,,,,,,90,0405883125,0405883125,0013267039
"Oct 31, 2024 8:17:58 AM",167827,800,002,Load trailer/ oLPN,00100250010001015910,369585,,,,,,90,0405884740,0405884740,DEC2624SI3
"Oct 31, 2024 8:17:58 AM",167827,800,002,Load trailer/ oLPN,00100250010001015927,369585,,,,,,90,0405884740,0405884740,DEC2624SI3
"Oct 31, 2024 8:18:32 AM",169596,800,002,Load trailer/ oLPN,00100250003459663635,411871,,,,,,90,0405884391,0405884391,0013269846
"Oct 31, 2024 8:18:32 AM",169596,800,002,Load trailer/ oLPN,00100250010001275062,411302,,,,,,100,0405884391,0405884391,DEC3024F
"Oct 31, 2024 8:18:38 AM",178260,800,002,Load trailer/ oLPN,00000250019008287217,,1S-500-181-30,1D-221-999-10,,GA000000000000002487,,72,0405883387,0405883387,"0013262048,0013262064,0013274880"
"Oct 31, 2024 8:18:44 AM",178260,800,002,Load trailer/ oLPN,00000250019008287194,369582,1S-500-179-30,1D-221-999-10,,GA000000000000002492,,72,0405883387,0405883387,"0013261929,0013261929"
"Oct 31, 2024 8:19:29 AM",179913,800,002,Load trailer/ oLPN,00100250003449785705,411979,,,,,,55,0405884698,0405884698,0013270344
"Oct 31, 2024 8:19:29 AM",179913,800,002,Load trailer/ oLPN,00100250003449785729,411979,,,,,,55,0405884698,0405884698,0013270344
"Oct 31, 2024 8:19:40 AM",175087,800,002,Load trailer/ oLPN,00100250003442661471,412400,,,,,,55,0405884313,0405884313,0013263053
"Oct 31, 2024 8:19:40 AM",175087,800,002,Load trailer/ oLPN,00100250003447935508,281589,,,,,,112,0405884313,0405884313,0013268172
"Oct 31, 2024 8:19:51 AM",180175,800,002,Load trailer/ oLPN,00100250003449883234,282877,,,,,,112,0405879323,0405879323,0013269052
"Oct 31, 2024 8:19:51 AM",180175,800,002,Load trailer/ oLPN,00100250003449883463,282877,,,,,,112,0405879323,0405879323,0013269052
"Oct 31, 2024 8:19:53 AM",180182,800,002,Load trailer/ oLPN,00100250003460430844,411978,2S-STG-206-10,1D-206-999-10,,,,55,0405884729,0405884729,0013270347
"Oct 31, 2024 8:22:17 AM",178260,800,002,Load trailer/ oLPN,00000250019008287187,411980,1S-500-181-20,1D-221-999-10,,GA000000000000002491,,33,0405883387,0405883387,"0013266493,0013266493"
"Oct 31, 2024 8:22:47 AM",178260,800,002,Load trailer/ oLPN,00000250019008287231,412906,,1D-221-999-10,,GA000000000000002485,,18,0405883387,0405883387,0013266209
"Oct 31, 2024 8:23:47 AM",169596,800,002,Load trailer/ oLPN,00100250003460419023,369592,,,,,,90,0405884391,0405884391,0013266167
"Oct 31, 2024 8:23:47 AM",169596,800,002,Load trailer/ oLPN,00100250003460419153,369592,,,,,,90,0405884391,0405884391,0013266167
"Oct 31, 2024 8:23:51 AM",180183,800,002,Load trailer/ oLPN,00100250003447123707,389802,,,,,,90,0405883955,0405883955,0013257214
"Oct 31, 2024 8:23:51 AM",180183,800,002,Load trailer/ oLPN,00100250003447448220,411982,,,,,,55,0405883955,0405883955,0013267299
"Oct 31, 2024 8:24:56 AM",175527,800,002,Load trailer/ oLPN,00100250003459988455,702300,,,,,,64,0405883815,0405883815,0013268260
"Oct 31, 2024 8:24:56 AM",175527,800,002,Load trailer/ oLPN,00100250010001016337,411979,,,,,,55,0405883815,0405883815,0013267261
"Oct 31, 2024 8:25:24 AM",176848,800,002,Load trailer/ oLPN,00100250003447123660,389802,,,,,,90,0405881376,0405881376,0013257214
"Oct 31, 2024 8:25:24 AM",176848,800,002,Load trailer/ oLPN,00100250003459994975,702300,,,,,,64,0405881376,0405881376,0013268260
"Oct 31, 2024 8:25:44 AM",175087,800,002,Load trailer/ oLPN,00100250010001015934,369585,,,,,,90,0405884313,0405884313,DEC2624SI3
"Oct 31, 2024 8:25:44 AM",175087,800,002,Load trailer/ oLPN,00100250010001015941,369585,,,,,,90,0405884313,0405884313,DEC2624SI3
"Oct 31, 2024 8:27:08 AM",180175,800,002,Load trailer/ oLPN,00100250003449887331,282877,,,,,,112,0405879323,0405879323,0013269052
"Oct 31, 2024 8:27:08 AM",180175,800,002,Load trailer/ oLPN,00100250003449887454,282877,,,,,,112,0405879323,0405879323,0013269052
"Oct 31, 2024 8:27:34 AM",173760,800,002,Load trailer/ oLPN,00100250003449739203,369585,,1D-210-999-10,,,,90,0405880932,0405880932,0013266158
"Oct 31, 2024 8:27:42 AM",179710,800,002,Load trailer/ oLPN,00100250003449812715,369577,,,,,,90,0405881377,0405881377,0013264361
"Oct 31, 2024 8:27:42 AM",179710,800,002,Load trailer/ oLPN,00100250010000871890,369590,,,,,,90,0405881377,0405881377,DEC2424SI3
"Oct 31, 2024 8:28:08 AM",179911,800,002,Load trailer/ oLPN,00100250003449206804,369586,2S-STG-210-10,1D-210-999-10,,,,90,0405880932,0405880932,0013264353
"Oct 31, 2024 8:28:21 AM",179911,800,002,Load trailer/ oLPN,00100250003449206774,369586,2S-STG-210-10,1D-210-999-10,,,,90,0405880932,0405880932,0013264353
"Oct 31, 2024 8:28:40 AM",179913,800,002,Load trailer/ oLPN,00100250003460474909,411980,2S-STG-222-10,1D-222-999-10,,,,55,0405884698,0405884698,0013270348
"Oct 31, 2024 8:29:08 AM",169596,800,002,Load trailer/ oLPN,00100250003460418583,369592,,,,,,90,0405884391,0405884391,0013266167
"Oct 31, 2024 8:29:08 AM",169596,800,002,Load trailer/ oLPN,00100250003460418743,369592,,,,,,90,0405884391,0405884391,0013266167
"Oct 31, 2024 8:29:25 AM",179911,800,002,Load trailer/ oLPN,00100250003449207085,369586,2S-STG-210-10,1D-210-999-10,,,,90,0405880932,0405880932,0013264353
"Oct 31, 2024 8:29:34 AM",179913,800,002,Load trailer/ oLPN,00100250003460474961,411980,2S-STG-222-10,1D-222-999-10,,,,55,0405884698,0405884698,0013270348
"Oct 31, 2024 8:29:48 AM",176848,800,002,Load trailer/ oLPN,00100250003449206255,369597,,,,,,90,0405881376,0405881376,0013264202
"Oct 31, 2024 8:30:24 AM",175527,800,002,Load trailer/ oLPN,00100250003460346435,702300,,,,,,64,0405883815,0405883815,0013268260
"Oct 31, 2024 8:30:25 AM",175527,800,002,Load trailer/ oLPN,00100250003460346497,702300,,,,,,64,0405883815,0405883815,0013268260
"Oct 31, 2024 8:30:36 AM",180183,800,002,Load trailer/ oLPN,00100250003447450179,411982,,,,,,55,0405883955,0405883955,0013267299
"Oct 31, 2024 8:30:36 AM",180183,800,002,Load trailer/ oLPN,00100250003447450223,411982,,,,,,55,0405883955,0405883955,0013267299
"Oct 31, 2024 8:31:46 AM",175527,800,002,Load trailer/ oLPN,00100250003459990434,376677,2S-STG-214-10,1D-214-999-10,,,,90,0405883815,0405883815,0013268473
"Oct 31, 2024 8:32:38 AM",180175,800,002,Load trailer/ oLPN,00100250003449887034,282877,,,,,,112,0405879323,0405879323,0013269052
"Oct 31, 2024 8:32:38 AM",180175,800,002,Load trailer/ oLPN,00100250003449887188,282877,,,,,,112,0405879323,0405879323,0013269052
"Oct 31, 2024 8:33:56 AM",179911,800,002,Load trailer/ oLPN,00100250010001309569,369590,,,,,,90,0405880932,0405880932,DEC2824SI3
"Oct 31, 2024 8:33:56 AM",179911,800,002,Load trailer/ oLPN,00100250010001309576,369590,,,,,,90,0405880932,0405880932,DEC2824SI3
"Oct 31, 2024 8:34:24 AM",175177,800,002,Load trailer/ oLPN,00000250019008378779,369582,,1D-196-999-10,,GA000000000000001394,,54,0405884377,0405884377,0013269798
"Oct 31, 2024 8:35:08 AM",169596,800,002,Load trailer/ oLPN,00100250003447526812,411981,,,,,,55,0405884391,0405884391,0013267300
"Oct 31, 2024 8:35:08 AM",169596,800,002,Load trailer/ oLPN,00100250003447526850,411981,,,,,,55,0405884391,0405884391,0013267300
"Oct 31, 2024 8:37:15 AM",173014,800,002,Load trailer/ oLPN,00100250003446693522,412907,,,,,,90,0405884893,0405884893,0013266202
"Oct 31, 2024 8:37:15 AM",173014,800,002,Load trailer/ oLPN,00100250003449657408,369584,,,,,,90,0405884893,0405884893,0013264389
"Oct 31, 2024 8:37:44 AM",179710,800,002,Load trailer/ oLPN,00100250003446307528,412907,,,,,,90,0405881377,0405881377,0013266202
"Oct 31, 2024 8:37:44 AM",179710,800,002,Load trailer/ oLPN,00100250003459883378,369595,,,,,,90,0405881377,0405881377,0013267039
"Oct 31, 2024 8:38:02 AM",180183,800,002,Load trailer/ oLPN,00100250003447450261,411982,,,,,,55,0405883955,0405883955,0013267299
"Oct 31, 2024 8:38:02 AM",180183,800,002,Load trailer/ oLPN,00100250003447450292,411982,,,,,,55,0405883955,0405883955,0013267299
"Oct 31, 2024 8:38:03 AM",180175,800,002,Load trailer/ oLPN,00100250003449886488,282877,,,,,,112,0405879323,0405879323,0013269052
"Oct 31, 2024 8:38:04 AM",180175,800,002,Load trailer/ oLPN,00100250003449886778,282877,,,,,,112,0405879323,0405879323,0013269052
"Oct 31, 2024 8:38:52 AM",167827,800,002,Load trailer/ oLPN,00100250003447451480,369593,,,,,,90,0405884740,0405884740,0013264354
"Oct 31, 2024 8:38:52 AM",167827,800,002,Load trailer/ oLPN,00100250003449688303,369584,,,,,,90,0405884740,0405884740,0013264389
"Oct 31, 2024 8:39:24 AM",179279,800,002,Load trailer/ oLPN,00100250003447474816,369596,2S-STG-240-10,1D-240-999-10,,,,90,0405883080,0405883080,0013264193
"Oct 31, 2024 8:39:40 AM",179279,800,002,Load trailer/ oLPN,00100250003447934440,411981,2S-STG-240-10,1D-240-999-10,,,,55,0405883080,0405883080,0013267300
"Oct 31, 2024 8:40:18 AM",179279,800,002,Load trailer/ oLPN,00100250003447935157,411981,2S-STG-240-10,1D-240-999-10,,,,55,0405883080,0405883080,0013267300
"Oct 31, 2024 8:40:22 AM",179279,800,002,Load trailer/ oLPN,00100250003459939570,369578,2S-STG-240-10,1D-240-999-10,,,,90,0405883080,0405883080,0013264371
"Oct 31, 2024 8:40:28 AM",173014,800,002,Load trailer/ oLPN,00100250003449688266,369584,,,,,,90,0405884893,0405884893,0013264389
"Oct 31, 2024 8:41:16 AM",179710,800,002,Load trailer/ oLPN,00100250003459883088,369595,,,,,,90,0405881377,0405881377,0013267039
"Oct 31, 2024 8:42:13 AM",178260,800,002,Load trailer/ oLPN,00000250019008287156,,1S-500-174-40,1D-221-999-10,,GA000000000000002488,,47,0405883387,0405883387,"0013253248,0013264389,0013270347"
"Oct 31, 2024 8:42:19 AM",176848,800,002,Load trailer/ oLPN,00100250003449657224,369584,,,,,,90,0405881376,0405881376,0013264389
"Oct 31, 2024 8:42:19 AM",176848,800,002,Load trailer/ oLPN,00100250003459883354,369595,,,,,,90,0405881376,0405881376,0013267039
